log,gamma,events,states
BPI 2020,0.000000098775452,1.000000000000000,1.000000000000000
BPI 2020,0.000000102220802,1.000000000000000,1.000000000000000
BPI 2020,0.000000105745350,1.000000000000000,1.000000000000000
BPI 2020,0.000000109349998,1.000000000000000,1.000000000000000
BPI 2020,0.000000113035647,1.000000000000000,1.000000000000000
BPI 2020,0.000000116803200,1.000000000000000,1.000000000000000
BPI 2020,0.000000120653553,1.000000000000000,1.000000000000000
BPI 2020,0.000000124587601,1.000000000000000,1.000000000000000
BPI 2020,0.000000128606246,1.000000000000000,1.000000000000000
BPI 2020,0.000000132710397,1.000000000000000,1.000000000000000
BPI 2020,0.000000136900951,1.000000000000000,1.000000000000000
BPI 2020,0.000000141178802,1.000000000000000,1.000000000000000
BPI 2020,0.000000145544846,1.000000000000000,1.000000000000000
BPI 2020,0.000000150000005,1.000000000000000,1.000000000000000
BPI 2020,0.000000154545148,1.000000000000000,1.000000000000000
BPI 2020,0.000000159181198,1.000000000000000,1.000000000000000
BPI 2020,0.000000163909050,1.000000000000000,1.000000000000000
BPI 2020,0.000000168729599,1.000000000000000,1.000000000000000
BPI 2020,0.000000173643755,1.000000000000000,1.000000000000000
BPI 2020,0.000000178652400,1.000000000000000,1.000000000000000
BPI 2020,0.000000183756455,1.000000000000000,1.000000000000000
BPI 2020,0.000000188956804,1.000000000000000,1.000000000000000
BPI 2020,0.000000194254355,1.000000000000000,1.000000000000000
BPI 2020,0.000000199650003,1.000000000000000,1.000000000000000
BPI 2020,0.000000205144644,1.000000000000000,1.000000000000000
BPI 2020,0.000000210739202,1.000000000000000,1.000000000000000
BPI 2020,0.000000216434543,1.000000000000000,1.000000000000000
BPI 2020,0.000000222231606,1.000000000000000,1.000000000000000
BPI 2020,0.000000228131256,1.000000000000000,1.000000000000000
BPI 2020,0.000000234134404,1.000000000000000,1.000000000000000
BPI 2020,0.000000240241945,1.000000000000000,1.000000000000000
BPI 2020,0.000000246454789,1.000000000000000,1.000000000000000
BPI 2020,0.000000252773845,1.000000000000000,1.000000000000000
BPI 2020,0.000000259199993,1.000000000000000,1.000000000000000
BPI 2020,0.000000265734144,1.000000000000000,1.000000000000000
BPI 2020,0.000000272377207,1.000000000000000,1.000000000000000
BPI 2020,0.000000279130063,1.000000000000000,1.000000000000000
BPI 2020,0.000000285993593,1.000000000000000,1.000000000000000
BPI 2020,0.000000292968764,1.000000000000000,1.000000000000000
BPI 2020,0.000000300056399,1.000000000000000,1.000000000000000
BPI 2020,0.000000307257437,1.000000000000000,1.000000000000000
BPI 2020,0.000000314572787,1.000000000000000,1.000000000000000
BPI 2020,0.000000322003359,1.000000000000000,1.000000000000000
BPI 2020,0.000000329550005,1.000000000000000,1.000000000000000
BPI 2020,0.000000337213663,1.000000000000000,1.000000000000000
BPI 2020,0.000000344995186,1.000000000000000,1.000000000000000
BPI 2020,0.000000352895540,1.000000000000000,1.000000000000000
BPI 2020,0.000000360915607,1.000000000000000,1.000000000000000
BPI 2020,0.000000369056238,1.000000000000000,1.000000000000000
BPI 2020,0.000000377318401,1.000000000000000,1.000000000000000
BPI 2020,0.000000385702947,1.000000000000000,1.000000000000000
BPI 2020,0.000000394210787,1.000000000000000,1.000000000000000
BPI 2020,0.000000402842858,1.000000000000000,1.000000000000000
BPI 2020,0.000000411600013,1.000000000000000,1.000000000000000
BPI 2020,0.000000420483161,1.000000000000000,1.000000000000000
BPI 2020,0.000000429493213,1.000000000000000,1.000000000000000
BPI 2020,0.000000438631048,1.000000000000000,1.000000000000000
BPI 2020,0.000000447897605,1.000000000000000,1.000000000000000
BPI 2020,0.000000457293737,1.000000000000000,1.000000000000000
BPI 2020,0.000000466820410,1.000000000000000,1.000000000000000
BPI 2020,0.000000476478448,1.000000000000000,1.000000000000000
BPI 2020,0.000000486268789,1.000000000000000,1.000000000000000
BPI 2020,0.000000496192342,1.000000000000000,1.000000000000000
BPI 2020,0.000000506249989,1.000000000000000,1.000000000000000
BPI 2020,0.000000516442640,1.000000000000000,1.000000000000000
BPI 2020,0.000000526771203,1.000000000000000,1.000000000000000
BPI 2020,0.000000537236531,1.000000000000000,1.000000000000000
BPI 2020,0.000000547839591,1.000000000000000,1.000000000000000
BPI 2020,0.000000558581235,1.000000000000000,1.000000000000000
BPI 2020,0.000000569462372,1.000000000000000,1.000000000000000
BPI 2020,0.000000580483970,1.000000000000000,1.000000000000000
BPI 2020,0.000000591646824,1.000000000000000,1.000000000000000
BPI 2020,0.000000602951843,1.000000000000000,1.000000000000000
BPI 2020,0.000000614399994,1.000000000000000,1.000000000000000
BPI 2020,0.000000625992129,1.000000000000000,1.000000000000000
BPI 2020,0.000000637729215,1.000000000000000,1.000000000000000
BPI 2020,0.000000649612048,1.000000000000000,1.000000000000000
BPI 2020,0.000000661641593,1.000000000000000,1.000000000000000
BPI 2020,0.000000673818761,1.000000000000000,1.000000000000000
BPI 2020,0.000000686144404,1.000000000000000,1.000000000000000
BPI 2020,0.000000698619431,1.000000000000000,1.000000000000000
BPI 2020,0.000000711244809,1.000000000000000,1.000000000000000
BPI 2020,0.000000724021334,1.000000000000000,1.000000000000000
BPI 2020,0.000000736950028,1.000000000000000,1.000000000000000
BPI 2020,0.000000750031631,1.000000000000000,1.000000000000000
BPI 2020,0.000000763267224,1.000000000000000,1.000000000000000
BPI 2020,0.000000776657544,1.000000000000000,1.000000000000000
BPI 2020,0.000000790203615,1.000000000000000,1.000000000000000
BPI 2020,0.000000803906232,1.000000000000000,1.000000000000000
BPI 2020,0.000000817766420,1.000000000000000,1.000000000000000
BPI 2020,0.000000831784973,1.000000000000000,1.000000000000000
BPI 2020,0.000000845962802,1.000000000000000,1.000000000000000
BPI 2020,0.000000860300872,1.000000000000000,1.000000000000000
BPI 2020,0.000000874799980,1.000000000000000,1.000000000000000
BPI 2020,0.000000889461148,1.000000000000000,1.000000000000000
BPI 2020,0.000000904285173,1.000000000000000,1.000000000000000
BPI 2020,0.000000919273077,1.000000000000000,1.000000000000000
BPI 2020,0.000000934425600,1.000000000000000,1.000000000000000
BPI 2020,0.000000949743765,1.000000000000000,1.000000000000000
BPI 2020,0.000000965228423,1.000000000000000,1.000000000000000
BPI 2020,0.000000980880486,1.000000000000000,1.000000000000000
BPI 2020,0.000000996700805,1.000000000000000,1.000000000000000
BPI 2020,0.000001012690404,1.000000000000000,1.000000000000000
BPI 2020,0.000001028849965,1.000000000000000,1.000000000000000
BPI 2020,0.000001045180625,1.000000000000000,1.000000000000000
BPI 2020,0.000001061683179,1.000000000000000,1.000000000000000
BPI 2020,0.000001078358537,1.000000000000000,1.000000000000000
BPI 2020,0.000001095207608,1.000000000000000,1.000000000000000
BPI 2020,0.000001112231303,1.000000000000000,1.000000000000000
BPI 2020,0.000001129430416,1.000000000000000,1.000000000000000
BPI 2020,0.000001146805971,1.000000000000000,1.000000000000000
BPI 2020,0.000001164358764,1.000000000000000,1.000000000000000
BPI 2020,0.000001182089818,1.000000000000000,1.000000000000000
BPI 2020,0.000001200000042,1.000000000000000,1.000000000000000
BPI 2020,0.000001218090119,1.000000000000000,1.000000000000000
BPI 2020,0.000001236361186,1.000000000000000,1.000000000000000
BPI 2020,0.000001254814038,1.000000000000000,1.000000000000000
BPI 2020,0.000001273449584,1.000000000000000,1.000000000000000
BPI 2020,0.000001292268735,1.000000000000000,1.000000000000000
BPI 2020,0.000001311272399,1.000000000000000,1.000000000000000
BPI 2020,0.000001330461487,1.000000000000000,1.000000000000000
BPI 2020,0.000001349836793,1.000000000000000,1.000000000000000
BPI 2020,0.000001369399342,1.000000000000000,1.000000000000000
BPI 2020,0.000001389150043,1.000000000000000,1.000000000000000
BPI 2020,0.000001409089691,1.000000000000000,1.000000000000000
BPI 2020,0.000001429219196,1.000000000000000,1.000000000000000
BPI 2020,0.000001449539582,1.000000000000000,1.000000000000000
BPI 2020,0.000001470051643,1.000000000000000,1.000000000000000
BPI 2020,0.000001490756290,1.000000000000000,1.000000000000000
BPI 2020,0.000001511654432,1.000000000000000,1.000000000000000
BPI 2020,0.000001532746978,1.000000000000000,1.000000000000000
BPI 2020,0.000001554034839,1.000000000000000,1.000000000000000
BPI 2020,0.000001575518809,1.000000000000000,1.000000000000000
BPI 2020,0.000001597200026,1.000000000000000,1.000000000000000
BPI 2020,0.000001619079171,1.000000000000000,1.000000000000000
BPI 2020,0.000001641157155,1.000000000000000,1.000000000000000
BPI 2020,0.000001663435000,1.000000000000000,1.000000000000000
BPI 2020,0.000001685913617,1.000000000000000,1.000000000000000
BPI 2020,0.000001708593800,1.000000000000000,1.000000000000000
BPI 2020,0.000001731476345,1.000000000000000,1.000000000000000
BPI 2020,0.000001754562504,1.000000000000000,1.000000000000000
BPI 2020,0.000001777852844,1.000000000000000,1.000000000000000
BPI 2020,0.000001801348390,1.000000000000000,1.000000000000000
BPI 2020,0.000001825050049,1.000000000000000,1.000000000000000
BPI 2020,0.000001848958618,1.000000000000000,1.000000000000000
BPI 2020,0.000001873075234,1.000000000000000,1.000000000000000
BPI 2020,0.000001897400580,1.000000000000000,1.000000000000000
BPI 2020,0.000001921935564,1.000000000000000,1.000000000000000
BPI 2020,0.000001946681323,1.000000000000000,1.000000000000000
BPI 2020,0.000001971638312,1.000000000000000,1.000000000000000
BPI 2020,0.000001996807896,1.000000000000000,1.000000000000000
BPI 2020,0.000002022190756,1.000000000000000,1.000000000000000
BPI 2020,0.000002047787802,1.000000000000000,1.000000000000000
BPI 2020,0.000002073599944,1.000000000000000,1.000000000000000
BPI 2020,0.000002099628091,1.000000000000000,1.000000000000000
BPI 2020,0.000002125873152,1.000000000000000,1.000000000000000
BPI 2020,0.000002152336037,1.000000000000000,1.000000000000000
BPI 2020,0.000002179017656,1.000000000000000,1.000000000000000
BPI 2020,0.000002205918690,1.000000000000000,1.000000000000000
BPI 2020,0.000002233040505,1.000000000000000,1.000000000000000
BPI 2020,0.000002260383553,1.000000000000000,1.000000000000000
BPI 2020,0.000002287948746,1.000000000000000,1.000000000000000
BPI 2020,0.000002315737447,1.000000000000000,1.000000000000000
BPI 2020,0.000002343750111,1.000000000000000,1.000000000000000
BPI 2020,0.000002371987648,1.000000000000000,1.000000000000000
BPI 2020,0.000002400451194,1.000000000000000,1.000000000000000
BPI 2020,0.000002429141659,1.000000000000000,1.000000000000000
BPI 2020,0.000002458059498,1.000000000000000,1.000000000000000
BPI 2020,0.000002487206302,1.000000000000000,1.000000000000000
BPI 2020,0.000002516582299,1.000000000000000,1.000000000000000
BPI 2020,0.000002546188853,1.000000000000000,1.000000000000000
BPI 2020,0.000002576026873,1.000000000000000,1.000000000000000
BPI 2020,0.000002606096814,1.000000000000000,1.000000000000000
BPI 2020,0.000002636400041,1.000000000000000,1.000000000000000
BPI 2020,0.000002666937235,1.000000000000000,1.000000000000000
BPI 2020,0.000002697709306,1.000000000000000,1.000000000000000
BPI 2020,0.000002728717163,1.000000000000000,1.000000000000000
BPI 2020,0.000002759961490,1.000000000000000,1.000000000000000
BPI 2020,0.000002791443649,1.000000000000000,1.000000000000000
BPI 2020,0.000002823164323,1.000000000000000,1.000000000000000
BPI 2020,0.000002855124421,1.000000000000000,1.000000000000000
BPI 2020,0.000002887324854,1.000000000000000,1.000000000000000
BPI 2020,0.000002919766303,1.000000000000000,1.000000000000000
BPI 2020,0.000002952449904,1.000000000000000,1.000000000000000
BPI 2020,0.000002985376568,1.000000000000000,1.000000000000000
BPI 2020,0.000003018547204,1.000000000000000,1.000000000000000
BPI 2020,0.000003051962494,1.000000000000000,1.000000000000000
BPI 2020,0.000003085623575,1.000000000000000,1.000000000000000
BPI 2020,0.000003119531357,1.000000000000000,1.000000000000000
BPI 2020,0.000003153686293,1.000000000000000,1.000000000000000
BPI 2020,0.000003188089977,1.000000000000000,1.000000000000000
BPI 2020,0.000003222742862,1.000000000000000,1.000000000000000
BPI 2020,0.000003257645858,1.000000000000000,1.000000000000000
BPI 2020,0.000003292800102,1.000000000000000,1.000000000000000
BPI 2020,0.000003328206049,1.000000000000000,1.000000000000000
BPI 2020,0.000003363865289,1.000000000000000,1.000000000000000
BPI 2020,0.000003399778052,1.000000000000000,1.000000000000000
BPI 2020,0.000003435945700,1.000000000000000,1.000000000000000
BPI 2020,0.000003472368689,1.000000000000000,1.000000000000000
BPI 2020,0.000003509048383,1.000000000000000,1.000000000000000
BPI 2020,0.000003545985464,1.000000000000000,1.000000000000000
BPI 2020,0.000003583180842,1.000000000000000,1.000000000000000
BPI 2020,0.000003620635425,1.000000000000000,1.000000000000000
BPI 2020,0.000003658349897,1.000000000000000,1.000000000000000
BPI 2020,0.000003696325621,1.000000000000000,1.000000000000000
BPI 2020,0.000003734563279,1.000000000000000,1.000000000000000
BPI 2020,0.000003773063554,1.000000000000000,1.000000000000000
BPI 2020,0.000003811827582,1.000000000000000,1.000000000000000
BPI 2020,0.000003850856046,1.000000000000000,1.000000000000000
BPI 2020,0.000003890150310,1.000000000000000,1.000000000000000
BPI 2020,0.000003929711056,1.000000000000000,1.000000000000000
BPI 2020,0.000003969538739,1.000000000000000,1.000000000000000
BPI 2020,0.000004009634722,1.000000000000000,1.000000000000000
BPI 2020,0.000004049999916,1.000000000000000,1.000000000000000
BPI 2020,0.000004090635230,1.000000000000000,1.000000000000000
BPI 2020,0.000004131541118,1.000000000000000,1.000000000000000
BPI 2020,0.000004172718945,1.000000000000000,1.000000000000000
BPI 2020,0.000004214169621,1.000000000000000,1.000000000000000
BPI 2020,0.000004255893600,1.000000000000000,1.000000000000000
BPI 2020,0.000004297892247,1.000000000000000,1.000000000000000
BPI 2020,0.000004340166470,1.000000000000000,1.000000000000000
BPI 2020,0.000004382716725,1.000000000000000,1.000000000000000
BPI 2020,0.000004425544375,1.000000000000000,1.000000000000000
BPI 2020,0.000004468649877,1.000000000000000,1.000000000000000
BPI 2020,0.000004512034593,1.000000000000000,1.000000000000000
BPI 2020,0.000004555698979,1.000000000000000,1.000000000000000
BPI 2020,0.000004599644399,1.000000000000000,1.000000000000000
BPI 2020,0.000004643871762,1.000000000000000,1.000000000000000
BPI 2020,0.000004688381068,1.000000000000000,1.000000000000000
BPI 2020,0.000004733174592,1.000000000000000,1.000000000000000
BPI 2020,0.000004778251878,1.000000000000000,1.000000000000000
BPI 2020,0.000004823614745,1.000000000000000,1.000000000000000
BPI 2020,0.000004869263648,1.000000000000000,1.000000000000000
BPI 2020,0.000004915199952,1.000000000000000,1.000000000000000
BPI 2020,0.000004961424111,1.000000000000000,1.000000000000000
BPI 2020,0.000005007937034,1.000000000000000,1.000000000000000
BPI 2020,0.000005054740086,1.000000000000000,1.000000000000000
BPI 2020,0.000005101833722,1.000000000000000,1.000000000000000
BPI 2020,0.000005149218850,1.000000000000000,1.000000000000000
BPI 2020,0.000005196896382,1.000000000000000,1.000000000000000
BPI 2020,0.000005244867225,1.000000000000000,1.000000000000000
BPI 2020,0.000005293132745,1.000000000000000,1.000000000000000
BPI 2020,0.000005341693395,1.000000000000000,1.000000000000000
BPI 2020,0.000005390550086,1.000000000000000,1.000000000000000
BPI 2020,0.000005439703727,1.000000000000000,1.000000000000000
BPI 2020,0.000005489155228,1.000000000000000,1.000000000000000
BPI 2020,0.000005538905498,1.000000000000000,1.000000000000000
BPI 2020,0.000005588955446,1.000000000000000,1.000000000000000
BPI 2020,0.000005639306437,1.000000000000000,1.000000000000000
BPI 2020,0.000005689958471,1.000000000000000,1.000000000000000
BPI 2020,0.000005740912911,1.000000000000000,1.000000000000000
BPI 2020,0.000005792170668,1.000000000000000,1.000000000000000
BPI 2020,0.000005843732652,1.000000000000000,1.000000000000000
BPI 2020,0.000005895600225,1.000000000000000,1.000000000000000
BPI 2020,0.000005947772934,1.000000000000000,1.000000000000000
BPI 2020,0.000006000253052,1.000000000000000,1.000000000000000
BPI 2020,0.000006053041034,1.000000000000000,1.000000000000000
BPI 2020,0.000006106137789,1.000000000000000,1.000000000000000
BPI 2020,0.000006159543773,1.000000000000000,1.000000000000000
BPI 2020,0.000006213260349,1.000000000000000,1.000000000000000
BPI 2020,0.000006267288427,1.000000000000000,1.000000000000000
BPI 2020,0.000006321628916,1.000000000000000,1.000000000000000
BPI 2020,0.000006376282272,1.000000000000000,1.000000000000000
BPI 2020,0.000006431249858,1.000000000000000,1.000000000000000
BPI 2020,0.000006486532584,1.000000000000000,1.000000000000000
BPI 2020,0.000006542131359,1.000000000000000,1.000000000000000
BPI 2020,0.000006598046639,1.000000000000000,1.000000000000000
BPI 2020,0.000006654279787,1.000000000000000,1.000000000000000
BPI 2020,0.000006710831258,1.000000000000000,1.000000000000000
BPI 2020,0.000006767702416,1.000000000000000,1.000000000000000
BPI 2020,0.000006824894172,1.000000000000000,1.000000000000000
BPI 2020,0.000006882406979,1.000000000000000,1.000000000000000
BPI 2020,0.000006940241747,1.000000000000000,1.000000000000000
BPI 2020,0.000006998399840,1.000000000000000,1.000000000000000
BPI 2020,0.000007056882168,1.000000000000000,1.000000000000000
BPI 2020,0.000007115689186,1.000000000000000,1.000000000000000
BPI 2020,0.000007174822258,1.000000000000000,1.000000000000000
BPI 2020,0.000007234281384,1.000000000000000,1.000000000000000
BPI 2020,0.000007294068837,1.000000000000000,1.000000000000000
BPI 2020,0.000007354184618,1.000000000000000,1.000000000000000
BPI 2020,0.000007414629636,1.000000000000000,1.000000000000000
BPI 2020,0.000007475404800,1.000000000000000,1.000000000000000
BPI 2020,0.000007536511475,1.000000000000000,1.000000000000000
BPI 2020,0.000007597950116,1.000000000000000,1.000000000000000
BPI 2020,0.000007659721632,1.000000000000000,1.000000000000000
BPI 2020,0.000007721827387,1.000000000000000,1.000000000000000
BPI 2020,0.000007784267837,1.000000000000000,1.000000000000000
BPI 2020,0.000007847043889,1.000000000000000,1.000000000000000
BPI 2020,0.000007910156455,1.000000000000000,1.000000000000000
BPI 2020,0.000007973606444,1.000000000000000,1.000000000000000
BPI 2020,0.000008037394764,1.000000000000000,1.000000000000000
BPI 2020,0.000008101523235,1.000000000000000,1.000000000000000
BPI 2020,0.000008165990948,1.000000000000000,1.000000000000000
BPI 2020,0.000008230799722,1.000000000000000,1.000000000000000
BPI 2020,0.000008295951375,1.000000000000000,1.000000000000000
BPI 2020,0.000008361444998,1.000000000000000,1.000000000000000
BPI 2020,0.000008427283319,1.000000000000000,1.000000000000000
BPI 2020,0.000008493465430,1.000000000000000,1.000000000000000
BPI 2020,0.000008559994058,1.000000000000000,1.000000000000000
BPI 2020,0.000008626868294,1.000000000000000,1.000000000000000
BPI 2020,0.000008694090866,1.000000000000000,1.000000000000000
BPI 2020,0.000008761660865,1.000000000000000,1.000000000000000
BPI 2020,0.000008829580111,1.000000000000000,1.000000000000000
BPI 2020,0.000008897850421,1.000000000000000,1.000000000000000
BPI 2020,0.000008966470887,1.000000000000000,1.000000000000000
BPI 2020,0.000009035443327,1.000000000000000,1.000000000000000
BPI 2020,0.000009104768651,1.000000000000000,1.000000000000000
BPI 2020,0.000009174447769,1.000000000000000,1.000000000000000
BPI 2020,0.000009244481589,1.000000000000000,1.000000000000000
BPI 2020,0.000009314870113,1.000000000000000,1.000000000000000
BPI 2020,0.000009385616067,1.000000000000000,1.000000000000000
BPI 2020,0.000009456718544,1.000000000000000,1.000000000000000
BPI 2020,0.000009528180271,1.000000000000000,1.000000000000000
BPI 2020,0.000009600000340,1.000000000000000,1.000000000000000
BPI 2020,0.000009672180568,1.000000000000000,1.000000000000000
BPI 2020,0.000009744720955,1.000000000000000,1.000000000000000
BPI 2020,0.000009817624232,1.000000000000000,1.000000000000000
BPI 2020,0.000009890889487,1.000000000000000,1.000000000000000
BPI 2020,0.000009964518540,1.000000000000000,1.000000000000000
BPI 2020,0.000010038512301,1.000000000000000,1.000000000000000
BPI 2020,0.000010112871678,1.000000000000000,1.000000000000000
BPI 2020,0.000010187596672,1.000000000000000,1.000000000000000
BPI 2020,0.000010262689102,1.000000000000000,1.000000000000000
BPI 2020,0.000010338149877,1.000000000000000,1.000000000000000
BPI 2020,0.000010413979908,1.000000000000000,1.000000000000000
BPI 2020,0.000010490179193,1.000000000000000,1.000000000000000
BPI 2020,0.000010566749552,1.000000000000000,1.000000000000000
BPI 2020,0.000010643691894,1.000000000000000,1.000000000000000
BPI 2020,0.000010721006220,1.000000000000000,1.000000000000000
BPI 2020,0.000010798694348,1.000000000000000,1.000000000000000
BPI 2020,0.000010876757187,1.000000000000000,1.000000000000000
BPI 2020,0.000010955194739,1.000000000000000,1.000000000000000
BPI 2020,0.000011034008821,1.000000000000000,1.000000000000000
BPI 2020,0.000011113200344,1.000000000000000,1.000000000000000
BPI 2020,0.000011192769307,1.000000000000000,1.000000000000000
BPI 2020,0.000011272717529,1.000000000000000,1.000000000000000
BPI 2020,0.000011353045011,1.000000000000000,1.000000000000000
BPI 2020,0.000011433753571,1.000000000000000,1.000000000000000
BPI 2020,0.000011514844118,1.000000000000000,1.000000000000000
BPI 2020,0.000011596316654,1.000000000000000,1.000000000000000
BPI 2020,0.000011678172086,1.000000000000000,1.000000000000000
BPI 2020,0.000011760413145,1.000000000000000,1.000000000000000
BPI 2020,0.000011843038010,1.000000000000000,1.000000000000000
BPI 2020,0.000011926050320,1.000000000000000,1.000000000000000
BPI 2020,0.000012009448255,1.000000000000000,1.000000000000000
BPI 2020,0.000012093235455,1.000000000000000,1.000000000000000
BPI 2020,0.000012177410099,1.000000000000000,1.000000000000000
BPI 2020,0.000012261975826,1.000000000000000,1.000000000000000
BPI 2020,0.000012346930816,1.000000000000000,1.000000000000000
BPI 2020,0.000012432278709,1.000000000000000,1.000000000000000
BPI 2020,0.000012518017684,1.000000000000000,1.000000000000000
BPI 2020,0.000012604150470,1.000000000000000,1.000000000000000
BPI 2020,0.000012690677977,1.000000000000000,1.000000000000000
BPI 2020,0.000012777600205,1.000000000000000,1.000000000000000
BPI 2020,0.000012864918062,1.000000000000000,1.000000000000000
BPI 2020,0.000012952633369,1.000000000000000,1.000000000000000
BPI 2020,0.000013040746126,1.000000000000000,1.000000000000000
BPI 2020,0.000013129257241,1.000000000000000,1.000000000000000
BPI 2020,0.000013218168533,1.000000000000000,1.000000000000000
BPI 2020,0.000013307480003,1.000000000000000,1.000000000000000
BPI 2020,0.000013397193470,1.000000000000000,1.000000000000000
BPI 2020,0.000013487308934,1.000000000000000,1.000000000000000
BPI 2020,0.000013577827303,1.000000000000000,1.000000000000000
